"","result_id","cdm_name","result_type","package_name","package_version","group_name","group_level","strata_name","strata_level","variable_name","variable_level","estimate_name","estimate_type","estimate_value","additional_name","additional_level"
"27",1,"CPRD GOLD","summarised_large_scale_characteristics","PatientProfiles","0.6.2","cohort_name","hpv_cin23_cohort","overall","overall","External hemorrhoids without complication","-365 to -31","count","numeric","3","table_name &&& type &&& analysis &&& concept","condition_occurrence &&& event &&& standard &&& 199839"
"28",1,"CPRD GOLD","summarised_large_scale_characteristics","PatientProfiles","0.6.2","cohort_name","hpv_cin23_cohort","overall","overall","External hemorrhoids without complication","-365 to -31","percentage","percentage","1.35","table_name &&& type &&& analysis &&& concept","condition_occurrence &&& event &&& standard &&& 199839"
"29",1,"CPRD GOLD","summarised_large_scale_characteristics","PatientProfiles","0.6.2","cohort_name","hpv_cin23_cohort","overall","overall","Foot pain","-365 to -31","count","numeric","2","table_name &&& type &&& analysis &&& concept","condition_occurrence &&& event &&& standard &&& 4169905"
"30",1,"CPRD GOLD","summarised_large_scale_characteristics","PatientProfiles","0.6.2","cohort_name","hpv_cin23_cohort","overall","overall","Foot pain","-365 to -31","percentage","percentage","0.9","table_name &&& type &&& analysis &&& concept","condition_occurrence &&& event &&& standard &&& 4169905"
"31",1,"CPRD GOLD","summarised_large_scale_characteristics","PatientProfiles","0.6.2","cohort_name","hpv_cin23_cohort","overall","overall","Nausea","-365 to -31","count","numeric","3","table_name &&& type &&& analysis &&& concept","condition_occurrence &&& event &&& standard &&& 31967"
"32",1,"CPRD GOLD","summarised_large_scale_characteristics","PatientProfiles","0.6.2","cohort_name","hpv_cin23_cohort","overall","overall","Nausea","-365 to -31","percentage","percentage","1.35","table_name &&& type &&& analysis &&& concept","condition_occurrence &&& event &&& standard &&& 31967"
"33",1,"CPRD GOLD","summarised_large_scale_characteristics","PatientProfiles","0.6.2","cohort_name","hpv_cin23_cohort","overall","overall","Essential hypertension","-365 to -31","count","numeric","2","table_name &&& type &&& analysis &&& concept","condition_occurrence &&& event &&& standard &&& 320128"
"34",1,"CPRD GOLD","summarised_large_scale_characteristics","PatientProfiles","0.6.2","cohort_name","hpv_cin23_cohort","overall","overall","Essential hypertension","-365 to -31","percentage","percentage","0.9","table_name &&& type &&& analysis &&& concept","condition_occurrence &&& event &&& standard &&& 320128"
"35",1,"CPRD GOLD","summarised_large_scale_characteristics","PatientProfiles","0.6.2","cohort_name","hpv_cin23_cohort","overall","overall","Dyskaryosis on cervical smear","-365 to -31","count","numeric","6","table_name &&& type &&& analysis &&& concept","condition_occurrence &&& event &&& standard &&& 4095039"
"36",1,"CPRD GOLD","summarised_large_scale_characteristics","PatientProfiles","0.6.2","cohort_name","hpv_cin23_cohort","overall","overall","Dyskaryosis on cervical smear","-365 to -31","percentage","percentage","2.7","table_name &&& type &&& analysis &&& concept","condition_occurrence &&& event &&& standard &&& 4095039"
"37",1,"CPRD GOLD","summarised_large_scale_characteristics","PatientProfiles","0.6.2","cohort_name","hpv_cin23_cohort","overall","overall","Loin pain","-365 to -31","count","numeric","4","table_name &&& type &&& analysis &&& concept","condition_occurrence &&& event &&& standard &&& 4152353"
"38",1,"CPRD GOLD","summarised_large_scale_characteristics","PatientProfiles","0.6.2","cohort_name","hpv_cin23_cohort","overall","overall","Loin pain","-365 to -31","percentage","percentage","1.8","table_name &&& type &&& analysis &&& concept","condition_occurrence &&& event &&& standard &&& 4152353"
"39",1,"CPRD GOLD","summarised_large_scale_characteristics","PatientProfiles","0.6.2","cohort_name","hpv_cin23_cohort","overall","overall","Irregular periods","-365 to -31","count","numeric","2","table_name &&& type &&& analysis &&& concept","condition_occurrence &&& event &&& standard &&& 196168"
"40",1,"CPRD GOLD","summarised_large_scale_characteristics","PatientProfiles","0.6.2","cohort_name","hpv_cin23_cohort","overall","overall","Irregular periods","-365 to -31","percentage","percentage","0.9","table_name &&& type &&& analysis &&& concept","condition_occurrence &&& event &&& standard &&& 196168"
"41",1,"CPRD GOLD","summarised_large_scale_characteristics","PatientProfiles","0.6.2","cohort_name","hpv_cin23_cohort","overall","overall","Infective otitis externa","-365 to -31","count","numeric","2","table_name &&& type &&& analysis &&& concept","condition_occurrence &&& event &&& standard &&& 381859"
"42",1,"CPRD GOLD","summarised_large_scale_characteristics","PatientProfiles","0.6.2","cohort_name","hpv_cin23_cohort","overall","overall","Infective otitis externa","-365 to -31","percentage","percentage","0.9","table_name &&& type &&& analysis &&& concept","condition_occurrence &&& event &&& standard &&& 381859"
"43",1,"CPRD GOLD","summarised_large_scale_characteristics","PatientProfiles","0.6.2","cohort_name","hpv_cin23_cohort","overall","overall","Multiple symptoms","-365 to -31","count","numeric","4","table_name &&& type &&& analysis &&& concept","condition_occurrence &&& event &&& standard &&& 4243947"
"44",1,"CPRD GOLD","summarised_large_scale_characteristics","PatientProfiles","0.6.2","cohort_name","hpv_cin23_cohort","overall","overall","Multiple symptoms","-365 to -31","percentage","percentage","1.8","table_name &&& type &&& analysis &&& concept","condition_occurrence &&& event &&& standard &&& 4243947"
"45",1,"CPRD GOLD","summarised_large_scale_characteristics","PatientProfiles","0.6.2","cohort_name","hpv_cin23_cohort","overall","overall","Finding of size of gravid uterus","-365 to -31","count","numeric","6","table_name &&& type &&& analysis &&& concept","condition_occurrence &&& event &&& standard &&& 443289"
"46",1,"CPRD GOLD","summarised_large_scale_characteristics","PatientProfiles","0.6.2","cohort_name","hpv_cin23_cohort","overall","overall","Finding of size of gravid uterus","-365 to -31","percentage","percentage","2.7","table_name &&& type &&& analysis &&& concept","condition_occurrence &&& event &&& standard &&& 443289"
"47",1,"CPRD GOLD","summarised_large_scale_characteristics","PatientProfiles","0.6.2","cohort_name","hpv_cin23_cohort","overall","overall","Depressed mood","-365 to -31","count","numeric","4","table_name &&& type &&& analysis &&& concept","condition_occurrence &&& event &&& standard &&& 40546087"
"48",1,"CPRD GOLD","summarised_large_scale_characteristics","PatientProfiles","0.6.2","cohort_name","hpv_cin23_cohort","overall","overall","Depressed mood","-365 to -31","percentage","percentage","1.8","table_name &&& type &&& analysis &&& concept","condition_occurrence &&& event &&& standard &&& 40546087"
"49",1,"CPRD GOLD","summarised_large_scale_characteristics","PatientProfiles","0.6.2","cohort_name","hpv_cin23_cohort","overall","overall","Exercise grading","-365 to -31","count","numeric","20","table_name &&& type &&& analysis &&& concept","condition_occurrence &&& event &&& standard &&& 4052467"
"50",1,"CPRD GOLD","summarised_large_scale_characteristics","PatientProfiles","0.6.2","cohort_name","hpv_cin23_cohort","overall","overall","Exercise grading","-365 to -31","percentage","percentage","9.01","table_name &&& type &&& analysis &&& concept","condition_occurrence &&& event &&& standard &&& 4052467"
"51",1,"CPRD GOLD","summarised_large_scale_characteristics","PatientProfiles","0.6.2","cohort_name","hpv_cin23_cohort","overall","overall","Panic attack","-365 to -31","count","numeric","2","table_name &&& type &&& analysis &&& concept","condition_occurrence &&& event &&& standard &&& 4021498"
"52",1,"CPRD GOLD","summarised_large_scale_characteristics","PatientProfiles","0.6.2","cohort_name","hpv_cin23_cohort","overall","overall","Panic attack","-365 to -31","percentage","percentage","0.9","table_name &&& type &&& analysis &&& concept","condition_occurrence &&& event &&& standard &&& 4021498"
"53",1,"CPRD GOLD","summarised_large_scale_characteristics","PatientProfiles","0.6.2","cohort_name","hpv_cin23_cohort","overall","overall","Crying associated with mood","-365 to -31","count","numeric","2","table_name &&& type &&& analysis &&& concept","condition_occurrence &&& event &&& standard &&& 4158475"
"54",1,"CPRD GOLD","summarised_large_scale_characteristics","PatientProfiles","0.6.2","cohort_name","hpv_cin23_cohort","overall","overall","Crying associated with mood","-365 to -31","percentage","percentage","0.9","table_name &&& type &&& analysis &&& concept","condition_occurrence &&& event &&& standard &&& 4158475"
"55",1,"CPRD GOLD","summarised_large_scale_characteristics","PatientProfiles","0.6.2","cohort_name","hpv_cin23_cohort","overall","overall","Upper respiratory infection","-365 to -31","count","numeric","7","table_name &&& type &&& analysis &&& concept","condition_occurrence &&& event &&& standard &&& 4181583"
"56",1,"CPRD GOLD","summarised_large_scale_characteristics","PatientProfiles","0.6.2","cohort_name","hpv_cin23_cohort","overall","overall","Upper respiratory infection","-365 to -31","percentage","percentage","3.15","table_name &&& type &&& analysis &&& concept","condition_occurrence &&& event &&& standard &&& 4181583"
"57",1,"CPRD GOLD","summarised_large_scale_characteristics","PatientProfiles","0.6.2","cohort_name","hpv_cin23_cohort","overall","overall","Tired all the time","-365 to -31","count","numeric","4","table_name &&& type &&& analysis &&& concept","condition_occurrence &&& event &&& standard &&& 4149857"
"58",1,"CPRD GOLD","summarised_large_scale_characteristics","PatientProfiles","0.6.2","cohort_name","hpv_cin23_cohort","overall","overall","Tired all the time","-365 to -31","percentage","percentage","1.8","table_name &&& type &&& analysis &&& concept","condition_occurrence &&& event &&& standard &&& 4149857"
"59",1,"CPRD GOLD","summarised_large_scale_characteristics","PatientProfiles","0.6.2","cohort_name","hpv_cin23_cohort","overall","overall","Dysmenorrhea","-365 to -31","count","numeric","2","table_name &&& type &&& analysis &&& concept","condition_occurrence &&& event &&& standard &&& 194696"
"60",1,"CPRD GOLD","summarised_large_scale_characteristics","PatientProfiles","0.6.2","cohort_name","hpv_cin23_cohort","overall","overall","Dysmenorrhea","-365 to -31","percentage","percentage","0.9","table_name &&& type &&& analysis &&& concept","condition_occurrence &&& event &&& standard &&& 194696"
"61",1,"CPRD GOLD","summarised_large_scale_characteristics","PatientProfiles","0.6.2","cohort_name","hpv_cin23_cohort","overall","overall","Melanocytic nevus of skin","-365 to -31","count","numeric","2","table_name &&& type &&& analysis &&& concept","condition_occurrence &&& event &&& standard &&& 4221679"
"62",1,"CPRD GOLD","summarised_large_scale_characteristics","PatientProfiles","0.6.2","cohort_name","hpv_cin23_cohort","overall","overall","Melanocytic nevus of skin","-365 to -31","percentage","percentage","0.9","table_name &&& type &&& analysis &&& concept","condition_occurrence &&& event &&& standard &&& 4221679"
"63",1,"CPRD GOLD","summarised_large_scale_characteristics","PatientProfiles","0.6.2","cohort_name","hpv_cin23_cohort","overall","overall","Headache","-365 to -31","count","numeric","4","table_name &&& type &&& analysis &&& concept","condition_occurrence &&& event &&& standard &&& 378253"
"64",1,"CPRD GOLD","summarised_large_scale_characteristics","PatientProfiles","0.6.2","cohort_name","hpv_cin23_cohort","overall","overall","Headache","-365 to -31","percentage","percentage","1.8","table_name &&& type &&& analysis &&& concept","condition_occurrence &&& event &&& standard &&& 378253"
"65",1,"CPRD GOLD","summarised_large_scale_characteristics","PatientProfiles","0.6.2","cohort_name","hpv_cin23_cohort","overall","overall","Smear abnormal - patient told","-365 to -31","count","numeric","4","table_name &&& type &&& analysis &&& concept","condition_occurrence &&& event &&& standard &&& 44790031"
"66",1,"CPRD GOLD","summarised_large_scale_characteristics","PatientProfiles","0.6.2","cohort_name","hpv_cin23_cohort","overall","overall","Smear abnormal - patient told","-365 to -31","percentage","percentage","1.8","table_name &&& type &&& analysis &&& concept","condition_occurrence &&& event &&& standard &&& 44790031"
"67",1,"CPRD GOLD","summarised_large_scale_characteristics","PatientProfiles","0.6.2","cohort_name","hpv_cin23_cohort","overall","overall","Gastro-esophageal reflux disease with esophagitis","-365 to -31","count","numeric","2","table_name &&& type &&& analysis &&& concept","condition_occurrence &&& event &&& standard &&& 30437"
"68",1,"CPRD GOLD","summarised_large_scale_characteristics","PatientProfiles","0.6.2","cohort_name","hpv_cin23_cohort","overall","overall","Gastro-esophageal reflux disease with esophagitis","-365 to -31","percentage","percentage","0.9","table_name &&& type &&& analysis &&& concept","condition_occurrence &&& event &&& standard &&& 30437"
"69",1,"CPRD GOLD","summarised_large_scale_characteristics","PatientProfiles","0.6.2","cohort_name","hpv_cin23_cohort","overall","overall","Gastroenteritis","-365 to -31","count","numeric","2","table_name &&& type &&& analysis &&& concept","condition_occurrence &&& event &&& standard &&& 4101468"
"70",1,"CPRD GOLD","summarised_large_scale_characteristics","PatientProfiles","0.6.2","cohort_name","hpv_cin23_cohort","overall","overall","Gastroenteritis","-365 to -31","percentage","percentage","0.9","table_name &&& type &&& analysis &&& concept","condition_occurrence &&& event &&& standard &&& 4101468"
"71",1,"CPRD GOLD","summarised_large_scale_characteristics","PatientProfiles","0.6.2","cohort_name","hpv_cin23_cohort","overall","overall","Low back pain","-365 to -31","count","numeric","5","table_name &&& type &&& analysis &&& concept","condition_occurrence &&& event &&& standard &&& 194133"
"72",1,"CPRD GOLD","summarised_large_scale_characteristics","PatientProfiles","0.6.2","cohort_name","hpv_cin23_cohort","overall","overall","Low back pain","-365 to -31","percentage","percentage","2.25","table_name &&& type &&& analysis &&& concept","condition_occurrence &&& event &&& standard &&& 194133"
"73",1,"CPRD GOLD","summarised_large_scale_characteristics","PatientProfiles","0.6.2","cohort_name","hpv_cin23_cohort","overall","overall","Dizziness","-365 to -31","count","numeric","3","table_name &&& type &&& analysis &&& concept","condition_occurrence &&& event &&& standard &&& 4223938"
"74",1,"CPRD GOLD","summarised_large_scale_characteristics","PatientProfiles","0.6.2","cohort_name","hpv_cin23_cohort","overall","overall","Dizziness","-365 to -31","percentage","percentage","1.35","table_name &&& type &&& analysis &&& concept","condition_occurrence &&& event &&& standard &&& 4223938"
"75",1,"CPRD GOLD","summarised_large_scale_characteristics","PatientProfiles","0.6.2","cohort_name","hpv_cin23_cohort","overall","overall","Eruption","-365 to -31","count","numeric","5","table_name &&& type &&& analysis &&& concept","condition_occurrence &&& event &&& standard &&& 140214"
"76",1,"CPRD GOLD","summarised_large_scale_characteristics","PatientProfiles","0.6.2","cohort_name","hpv_cin23_cohort","overall","overall","Eruption","-365 to -31","percentage","percentage","2.25","table_name &&& type &&& analysis &&& concept","condition_occurrence &&& event &&& standard &&& 140214"
"77",1,"CPRD GOLD","summarised_large_scale_characteristics","PatientProfiles","0.6.2","cohort_name","hpv_cin23_cohort","overall","overall","Diarrhea symptom","-365 to -31","count","numeric","3","table_name &&& type &&& analysis &&& concept","condition_occurrence &&& event &&& standard &&& 4145808"
"78",1,"CPRD GOLD","summarised_large_scale_characteristics","PatientProfiles","0.6.2","cohort_name","hpv_cin23_cohort","overall","overall","Diarrhea symptom","-365 to -31","percentage","percentage","1.35","table_name &&& type &&& analysis &&& concept","condition_occurrence &&& event &&& standard &&& 4145808"
"79",1,"CPRD GOLD","summarised_large_scale_characteristics","PatientProfiles","0.6.2","cohort_name","hpv_cin23_cohort","overall","overall","Blood pressure finding","-365 to -31","count","numeric","119","table_name &&& type &&& analysis &&& concept","condition_occurrence &&& event &&& standard &&& 4214962"
"80",1,"CPRD GOLD","summarised_large_scale_characteristics","PatientProfiles","0.6.2","cohort_name","hpv_cin23_cohort","overall","overall","Blood pressure finding","-365 to -31","percentage","percentage","53.6","table_name &&& type &&& analysis &&& concept","condition_occurrence &&& event &&& standard &&& 4214962"
"81",1,"CPRD GOLD","summarised_large_scale_characteristics","PatientProfiles","0.6.2","cohort_name","hpv_cin23_cohort","overall","overall","Lower respiratory tract infection","-365 to -31","count","numeric","2","table_name &&& type &&& analysis &&& concept","condition_occurrence &&& event &&& standard &&& 4175297"
"82",1,"CPRD GOLD","summarised_large_scale_characteristics","PatientProfiles","0.6.2","cohort_name","hpv_cin23_cohort","overall","overall","Lower respiratory tract infection","-365 to -31","percentage","percentage","0.9","table_name &&& type &&& analysis &&& concept","condition_occurrence &&& event &&& standard &&& 4175297"
"83",1,"CPRD GOLD","summarised_large_scale_characteristics","PatientProfiles","0.6.2","cohort_name","hpv_cin23_cohort","overall","overall","Pain in upper limb","-365 to -31","count","numeric","3","table_name &&& type &&& analysis &&& concept","condition_occurrence &&& event &&& standard &&& 4009890"
"84",1,"CPRD GOLD","summarised_large_scale_characteristics","PatientProfiles","0.6.2","cohort_name","hpv_cin23_cohort","overall","overall","Pain in upper limb","-365 to -31","percentage","percentage","1.35","table_name &&& type &&& analysis &&& concept","condition_occurrence &&& event &&& standard &&& 4009890"
"85",1,"CPRD GOLD","summarised_large_scale_characteristics","PatientProfiles","0.6.2","cohort_name","hpv_cin23_cohort","overall","overall","Cervical intraepithelial neoplasia grade 2","-365 to -31","count","numeric","2","table_name &&& type &&& analysis &&& concept","condition_occurrence &&& event &&& standard &&& 196165"
"86",1,"CPRD GOLD","summarised_large_scale_characteristics","PatientProfiles","0.6.2","cohort_name","hpv_cin23_cohort","overall","overall","Cervical intraepithelial neoplasia grade 2","-365 to -31","percentage","percentage","0.9","table_name &&& type &&& analysis &&& concept","condition_occurrence &&& event &&& standard &&& 196165"
"87",1,"CPRD GOLD","summarised_large_scale_characteristics","PatientProfiles","0.6.2","cohort_name","hpv_cin23_cohort","overall","overall","Inflammatory dermatosis","-365 to -31","count","numeric","2","table_name &&& type &&& analysis &&& concept","condition_occurrence &&& event &&& standard &&& 45766714"
"88",1,"CPRD GOLD","summarised_large_scale_characteristics","PatientProfiles","0.6.2","cohort_name","hpv_cin23_cohort","overall","overall","Inflammatory dermatosis","-365 to -31","percentage","percentage","0.9","table_name &&& type &&& analysis &&& concept","condition_occurrence &&& event &&& standard &&& 45766714"
"89",1,"CPRD GOLD","summarised_large_scale_characteristics","PatientProfiles","0.6.2","cohort_name","hpv_cin23_cohort","overall","overall","Streptococcal sore throat","-365 to -31","count","numeric","2","table_name &&& type &&& analysis &&& concept","condition_occurrence &&& event &&& standard &&& 28060"
"90",1,"CPRD GOLD","summarised_large_scale_characteristics","PatientProfiles","0.6.2","cohort_name","hpv_cin23_cohort","overall","overall","Streptococcal sore throat","-365 to -31","percentage","percentage","0.9","table_name &&& type &&& analysis &&& concept","condition_occurrence &&& event &&& standard &&& 28060"
"91",1,"CPRD GOLD","summarised_large_scale_characteristics","PatientProfiles","0.6.2","cohort_name","hpv_cin23_cohort","overall","overall","Discharge from eye","-365 to -31","count","numeric","2","table_name &&& type &&& analysis &&& concept","condition_occurrence &&& event &&& standard &&& 4080696"
"92",1,"CPRD GOLD","summarised_large_scale_characteristics","PatientProfiles","0.6.2","cohort_name","hpv_cin23_cohort","overall","overall","Discharge from eye","-365 to -31","percentage","percentage","0.9","table_name &&& type &&& analysis &&& concept","condition_occurrence &&& event &&& standard &&& 4080696"
"93",1,"CPRD GOLD","summarised_large_scale_characteristics","PatientProfiles","0.6.2","cohort_name","hpv_cin23_cohort","overall","overall","Vaginal bleeding","-365 to -31","count","numeric","3","table_name &&& type &&& analysis &&& concept","condition_occurrence &&& event &&& standard &&& 4129155"
"94",1,"CPRD GOLD","summarised_large_scale_characteristics","PatientProfiles","0.6.2","cohort_name","hpv_cin23_cohort","overall","overall","Vaginal bleeding","-365 to -31","percentage","percentage","1.35","table_name &&& type &&& analysis &&& concept","condition_occurrence &&& event &&& standard &&& 4129155"
"95",1,"CPRD GOLD","summarised_large_scale_characteristics","PatientProfiles","0.6.2","cohort_name","hpv_cin23_cohort","overall","overall","Ca cervix screening abnormal","-365 to -31","count","numeric","8","table_name &&& type &&& analysis &&& concept","condition_occurrence &&& event &&& standard &&& 4064913"
"96",1,"CPRD GOLD","summarised_large_scale_characteristics","PatientProfiles","0.6.2","cohort_name","hpv_cin23_cohort","overall","overall","Ca cervix screening abnormal","-365 to -31","percentage","percentage","3.6","table_name &&& type &&& analysis &&& concept","condition_occurrence &&& event &&& standard &&& 4064913"
"97",1,"CPRD GOLD","summarised_large_scale_characteristics","PatientProfiles","0.6.2","cohort_name","hpv_cin23_cohort","overall","overall","Right iliac fossa pain","-365 to -31","count","numeric","2","table_name &&& type &&& analysis &&& concept","condition_occurrence &&& event &&& standard &&& 4012076"
"98",1,"CPRD GOLD","summarised_large_scale_characteristics","PatientProfiles","0.6.2","cohort_name","hpv_cin23_cohort","overall","overall","Right iliac fossa pain","-365 to -31","percentage","percentage","0.9","table_name &&& type &&& analysis &&& concept","condition_occurrence &&& event &&& standard &&& 4012076"
"99",1,"CPRD GOLD","summarised_large_scale_characteristics","PatientProfiles","0.6.2","cohort_name","hpv_cin23_cohort","overall","overall","Sore throat symptom","-365 to -31","count","numeric","9","table_name &&& type &&& analysis &&& concept","condition_occurrence &&& event &&& standard &&& 4147326"
"100",1,"CPRD GOLD","summarised_large_scale_characteristics","PatientProfiles","0.6.2","cohort_name","hpv_cin23_cohort","overall","overall","Sore throat symptom","-365 to -31","percentage","percentage","4.05","table_name &&& type &&& analysis &&& concept","condition_occurrence &&& event &&& standard &&& 4147326"
